av,title,time,region0,region,views,danmaku,replys,favorites,coins,shares,likes
50240000,「阴阳师」史上最非up主，非洲正宗血统，来把你们的非气留下吧,2015-07-01 19:36:48,影视,手机游戏,5265,229,72,33,121,8,144
50280000,Dumb Arguments,2015-07-02 10:40:19,游戏,日常,18,0,1,0,1,0,1
50320000,BlaiR 助眠 捣碎干燥的花,2015-07-02 19:25:37,游戏,其他,49,0,0,1,0,0,1
50400000,你以为你赢了？吔我排水渠过弯啦！,2015-07-03 17:43:07,游戏,手机游戏,39,0,0,0,2,0,1
50440000,第五人格：熊孩子参观里奥园长工厂，损失惨重，再也不让他们来了,2015-07-04 01:22:33,游戏,手机游戏,3506,7,5,35,12,0,140
50520000,月季花叶蜂幼虫，啃食月季嫩枝嫩叶，危害不容小视,2015-07-04 23:14:01,生活,日常,1687,26,27,8,12,3,62
50540000,绝地求生练摩托，车毁人亡泪两行,2015-07-05 08:01:45,动画,网络游戏,15,0,1,1,2,0,6
50580000,石川さゆり 【能登半島】,2015-07-05 16:30:41,游戏,音乐综合,43,0,0,2,1,0,2
50660000,原始野性的烤牛排~,2015-07-06 12:14:53,纪录片,美食圈,0,0,0,0,0,0,0
50700000,周末愉快 我看了五场权志龙演唱会第一排（第三集 荷兰 阿姆斯特丹）,2015-07-06 20:15:09,游戏,音乐现场,1434,81,20,51,32,4,81
50720000,[小时光]顾未易&司徒末的床戏来了！小顾同学别忍耐了冲呀!,2015-07-06 23:59:16,娱乐,预告 资讯,3479,1,4,2,1,3,32
50760000,你是浩瀚宇宙最亮的星呀——许嵩2017live《平行宇宙》_1直在1起,2015-07-07 14:43:11,音乐,音乐现场,235,6,4,3,2,1,12
50780000,JOJO奇妙冒险：东方仗助处刑曲～,2015-07-07 18:23:52,游戏,演奏,18931,20,81,237,326,20,578
51000000,动漫里出现的梗，你全都知道吗？,2015-07-09 23:19:38,游戏,综合,1876,15,26,23,34,3,67
51020000,【GFRIEND】鱼鳞line时刻(YEJU),2015-07-10 09:46:48,生活,Korea相关,1047,2,7,58,3,0,49
51060000,apex当你打到100级时会有哪种操作？,2015-07-10 17:30:43,生活,网络游戏,38,0,2,0,0,1,3
51100000,精装追女仔3·‘香港四大女神’邱淑贞、张敏、周慧敏、翁慧德性感兔女郎造型，王晶、黄霑搞笑出演,2015-07-11 00:04:14,游戏,影视剪辑,23915,16,14,381,20,5,116
51120000,【崩坏学园2】见过攻速流玄冰弓吗,2015-07-11 11:14:53,游戏,手机游戏,5730,8,42,9,22,3,63
51200000,【37楼中奖】5月2日付邮送抽奖过程,2015-07-12 01:15:08,音乐,日常,69,0,0,0,0,0,1
51360000,0氪地图装s玫瑰，宝服红莲迪拉克，迷雾女王743,2015-07-13 18:59:32,音乐,手机游戏,331,0,4,3,10,7,12
51440000,装机猿7399主机到手~,2015-07-14 16:15:16,科技,电脑装机,99075,71,674,126,79,52,312
51460000,三国杀 震惊！大将军竟被零氪玩家打爆？,2015-07-14 19:33:41,音乐,桌游棋牌,61,0,0,0,0,0,2
51480000,远星偷我动荡杀你全营!禅哥的愤怒疯狂复仇! 明日之后 静观思禅,2015-07-14 22:46:42,音乐,手机游戏,8519,116,71,37,37,7,160
51520000,【前男友是食指】金希澈同性恋传闻是自己传出来的（一紧张就乱说）认识的哥哥少女时代 爆料 吐槽 猜歌 搞笑,2015-07-15 13:04:29,科技,Korea相关,35322,58,21,130,25,1,130
51540000,全网最详细！小姐姐教你唱《我是大哥大》主题曲《男人的勋章》歌曲教学！,2015-07-15 16:51:11,音乐,翻唱,339,0,1,4,4,0,8
51580000,iKON没有主题的拼凑/杂志拍摄花絮/LG广告/NIVEA,2015-07-15 23:54:07,活动作品,Korea相关,198,0,5,17,0,0,8
51640000,僵尸世界大战游戏雪地莫斯科丧尸潮,2015-07-16 17:55:44,娱乐,网络游戏,50,0,0,0,0,0,1
51660000,【百度云资源分享】 矛盾对决,2015-07-16 21:33:19,游戏,综艺,604,0,11,10,0,2,20
51700000,如懿的生辰皇上丢下她，却去了海兰那里、她很难过！,2015-07-17 11:55:15,番剧,影视剪辑,2601,0,1,3,0,0,10
51740000,宝贝世博园,2015-07-17 19:20:56,游戏,日常,21,0,0,0,0,2,2
52020000,山东矮达-敢达F91(哈里逊专用机）,2015-07-20 16:42:11,影视,网络游戏,148,0,7,4,2,1,4
52200000,【恐怖怪谈系列之地区篇】日本自杀森林，为什么都选择在这里结束生命?,2015-07-22 12:17:24,游戏,日常,551,3,13,10,19,1,38
52220000,我，他，喵，今天看到条蛇，,2015-07-22 16:00:57,音乐,日常,496,0,2,4,3,0,6
52280000,【GTA5】我发现了GTA5中的神秘生物！(NEW Easter彩蛋）,2015-07-23 01:55:31,动画,单机游戏,217138,1324,384,2177,1205,625,3236
52300000,小猫睡觉还会像人一样打呼噜？！真的吗？！,2015-07-23 11:17:02,游戏,动物圈,4936,31,34,31,33,5,216
52360000,贫困潦倒前的最后一支笔| 一直被打脸的白金procyon小胖开箱 | 永生3001换尖试写,2015-07-23 20:36:56,游戏,日常,1223,16,23,10,17,0,22
52380000,[天下足球]被梅西支配的恐惧！盘点梅西俱乐部20大绝妙进球,2015-07-23 23:42:50,游戏,运动,8835,28,18,178,36,16,132
52400000,【元气骑士】当你的近战武器有了橙色宝石后。。。。。。,2015-07-24 09:44:02,游戏,单机游戏,188,0,3,0,0,0,1
52440000,[MSI季中冠军赛TOP5]小组赛D4：Impact妮蔻天生幻魅怒放疏狂 Theshy凯南疾风前行天雷登场,2015-07-24 16:52:53,游戏,电子竞技,55651,171,191,57,158,46,1954
52500000,新疆独库公路之克孜尔尕哈烽燧01,2015-07-25 07:57:59,动画,运动,37,0,1,0,2,0,1
52540000,【空洞骑士】这谁顶得住啊,2015-07-25 16:37:01,游戏,单机游戏,135,0,18,3,12,0,14
52560000,剑魂6 Sandman (艾米) VS NovaMage (2B)(14.05.2019),2015-07-25 20:13:41,生活,电子竞技,71,0,0,1,0,0,2
52600000,盘点那些陪伴我们童年的黄金搭档,2015-07-26 09:45:00,舞蹈,其他,26,0,0,0,0,1,1
52680000,花魁格挡技能回复时间测试,2015-07-26 23:19:38,音乐,电子竞技,1515,3,21,1,5,0,11
52700000,令人无语的国家，景点、城市全模仿中国，却对中国游客又爱又恨,2015-07-27 09:01:25,游戏,趣味科普人文,24,0,0,0,0,0,0
52740000,挡谅 寝室没有人我唱的超大胆！！！我可能有点字没咬清…像极了一只成了精的土拨鼠,2015-07-27 16:58:49,动画,翻唱,570,1,6,1,20,0,21
52760000,对不起小猫咪打扰你喝奶了，我是坏人,2015-07-27 20:00:45,动画,动物圈,43,0,2,1,2,0,7
52800000,穿越火线：当他变成生化幽灵，一切就结束了,2015-07-28 08:16:12,游戏,电子竞技,4084,34,37,20,50,2,160
52840000,20张牌秒农民和开局王炸究竟那个比较快乐呢,2015-07-28 16:58:50,生活,桌游棋牌,4558,10,8,10,14,0,35
52880000,【GNZ48】20190518  Team NIII《十八个闪耀瞬间》公演 唐莉佳 cut,2015-07-28 22:48:38,游戏,明星,552,0,2,10,2,1,20
53000000,外国人如何带一天的熊孩子,2015-07-30 01:15:14,游戏,日常,476,0,12,6,1,0,8
53020000,【传说中的Little柯】-【荒野乱斗搬运】-4.2019年5月新番，新发布内容详细演示！,2015-07-30 10:43:04,游戏,手机游戏,202,0,11,0,0,1,0
53080000,A PLAGUE TALE-INNOCENCE (PC) - Chapter 6 -破损之物,2015-07-30 20:29:23,生活,单机游戏,9,0,0,0,0,0,1
53120000,粤语。身体语言的重要性,2015-07-31 08:35:04,活动作品,搞笑,33653,140,54,143,23,51,237
53160000,【Lolita开箱】林檎姬——这是一条穿上就可以假装看樱花/烟火的裙子,2015-07-31 15:33:56,游戏,服饰,9503,26,94,157,108,7,246
53180000,有一点小燃的视频,2015-07-31 18:20:34,游戏,电子竞技,13,0,0,0,0,1,0
53200000,【玖凉】你绝对没见过如此中二的节奏光剑！｜520，请给对家一点爱,2015-07-31 21:14:19,影视,音游,136,0,12,0,5,1,9
53220000,谢哥种花，入住百家40天了，带大家了解一下我的鲜花种植基地,2015-08-01 00:44:52,游戏,日常,479,6,13,4,14,0,30
53240000,【SWITCH】五月份即将登陆的新游推荐（第二弹）,2015-08-01 10:23:11,音乐,单机游戏,774,0,2,4,1,0,8
53260000,2019韩版夏季新款 港风简约单排扣 短袖一字肩纯色连体长裤女,2015-08-01 14:04:57,音乐,服饰,65,0,0,0,0,0,0
53280000,萌新簪娘在线出簪_(:зゝ∠)_,2015-08-01 17:19:35,游戏,手工,59,0,1,0,0,1,1
53300000,蓝拳55,2015-08-01 20:21:02,游戏,单机游戏,69,0,0,0,0,0,0
53340000,【gency】官方发糖最为致命,2015-08-02 08:41:12,音乐,影视剪辑,60,0,2,0,4,0,3
53360000,第一次做视频，不喜勿喷,2015-08-02 13:02:47,动画,综合,24,0,0,0,0,0,3
53420000,4-68,2015-08-02 22:07:45,动画,日常,5,0,0,0,0,0,0
53440000,【炉石传说】狗贼偶遇高仿老师，嘲讽：你是准备上山岭吗？,2015-08-03 02:19:41,生活,电子竞技,84534,924,93,136,77,13,746
53480000,【回来】by黄绮珊 卑微小刘在线招魂,2015-08-03 14:53:59,动画,翻唱,202,0,17,0,6,0,7
53540000,少女战士金东炫 第二弹,2015-08-03 23:37:36,音乐,综艺,859,0,7,7,8,5,21
53560000,明日方舟钱本最后一关 萌新分享,2015-08-04 09:04:05,游戏,手机游戏,23,0,2,0,2,1,1
53600000,伍零一炉石竞技场【ROS高胜506】随从牧,2015-08-04 16:19:23,游戏,桌游棋牌,171,2,2,0,2,0,3
53640000,神奇的共振实验!,2015-08-04 22:13:22,游戏,手工,14,0,0,1,0,0,0
53680000,[CS:GO]简单男孩就做简单的事情！SHROUD盖上20000美元的厕所！CS:GO Twitch集锦,2015-08-05 11:10:05,动画,网络游戏,1906,0,3,4,3,0,10
53700000,王者荣耀：当英雄开启反相后 神迹守卫屎黄屎黄的 鹿灵变的金灿灿,2015-08-05 14:33:54,游戏,电子竞技,3339,13,17,9,2,0,106
53820000,【广播生肉】三森铃子与anisong paradise 第152回（2019.05.21）（嘉宾：古川未铃・成濑瑛美）,2015-08-06 16:33:03,动画,官方延伸,196,0,0,13,1,1,35
53840000,【官人】补番推荐：伊藤诚成名之作，诚哥与他的爱恨情仇（一）,2015-08-06 19:14:45,鬼畜,综合,1301,0,9,11,19,0,39
53860000,队伍集训,2015-08-06 21:54:15,科技,电子竞技,21,0,1,0,0,0,0
53940000,毕业季,2015-08-07 15:51:14,番剧,运动,21,0,1,2,2,2,2
53960000,搬运吃冰2.....结束日期6月12日,2015-08-07 18:33:12,游戏,日常,531,0,0,33,1,0,21
54000000,大A球星卡之老外拆卡  真金看的就是爽！！！,2015-08-08 01:14:39,音乐,桌游棋牌,804,1,17,5,1,0,10
54020000,外汇如何改变亏损现状？外汇大小周期结合如何判定进场点,2015-08-08 11:01:43,生活,日常,20,0,0,1,0,0,1
54040000,【魂五】《阴阳师》小萌新的成长之路,2015-08-08 14:46:13,游戏,手机游戏,16,0,1,1,2,0,1
54080000,我独自生活亚洲王妃！,2015-08-08 21:03:58,游戏,综艺,217,0,0,0,0,0,0
54100000,【令哥炉石】青玉萨vs城墙术，没错，我就是带牌来打竞技场的,2015-08-09 00:29:00,游戏,电子竞技,712,0,22,1,4,0,17
54140000,剑魂真强~~~,2015-08-09 13:59:18,音乐,网络游戏,98,0,2,1,0,0,2
54160000,罗德岛干员在线反恐,2015-08-09 17:16:20,游戏,网络游戏,49,0,4,3,10,0,6
54200000,还有一群快乐的小伙伴,2015-08-09 23:09:34,科技,日常,21,0,1,0,0,1,2
54260000,《八佰》在电影里感受历史,2015-08-10 15:46:26,影视,影视杂谈,349,0,1,1,0,1,5
54280000,声入人心音乐会2019巡演，上海小分队在线集结喊话，首轮巡演收官场即将上演，感谢梅溪湖男孩女孩们的一路陪伴，明晚上海， 不见不散（我先酸为敬）,2015-08-10 18:29:02,游戏,明星,1062,0,8,13,0,0,14
54300000,极限挑战-港囧笑点7（黄磊主动帮小猪背冰块，人与人之间需要信任！！）,2015-08-10 21:12:10,影视,影视剪辑,9835,1,2,4,1,0,26
54340000,小二距离大哥的美貌还是有很长的路要走,2015-08-11 10:40:50,游戏,日常,24,0,0,0,0,0,0
54380000,QQ飞车手游新B车250码拖飘,2015-08-11 17:10:38,娱乐,手机游戏,13,0,0,0,0,0,1
54440000,【高考应援|视频混剪】是回忆还是挑战？,2015-08-12 07:35:37,娱乐,影视剪辑,67,0,0,2,4,1,2
54480000,【gfs slime】红果果绿泡泡生蠢baby,2015-08-12 15:25:04,音乐,手工,1530,1,56,18,12,0,51
54500000,请皮蛋喝江小白，给面儿不？虎牙-889退_20190603,2015-08-12 18:22:19,游戏,日常,12923,2,7,4,2,0,11
54540000,[汽车外号]五大汽车外号，你听过吗？？,2015-08-13 00:20:46,娱乐,汽车,16,0,0,0,0,0,0
54680000,Tati  HUDA BEAUTY测评,2015-08-14 13:07:00,音乐,美妆,171,0,0,0,0,0,3
54740000,来自周末の放肆，昨晚吃太多，说是带我减肥来着，也不管什么方法了，开心最重要✌,2015-08-14 21:44:28,动画,日常,3,0,0,0,0,0,0
54780000,虽迟但到的真·深夜假酒直播CUT【GNZ48】20190527 Team NIII 刘倩倩口袋直播 with谢艾琳,2015-08-15 10:50:24,动画,明星,2127,50,15,89,23,3,90
54800000,2018揚州818魔方文化節天眼小記錄,2015-08-15 14:17:51,游戏,野生技术协会,537,0,11,5,2,6,16
54860000,无敌玩家赛高 因为一个变身音效入了腰带坑 假面骑士 ex-aid dx腰带 无敌套,2015-08-15 23:07:29,动画,野生技术协会,3865,3,28,14,9,1,56
54880000,大家端午安康，这可能是a站最小最好吃的粽子了,2015-08-16 06:45:52,游戏,手工,11,0,1,0,0,1,1
54900000,假面骑士zio腰带测评（1）第一次做视频还是好紧张，大家多多关照,2015-08-16 12:29:04,动画,特摄,602,1,16,2,5,0,18
55080000,【TWICE】Fancy 首尔建大公演,2015-08-17 20:48:05,游戏,三次元舞蹈,301,1,0,1,6,0,9
55120000,【A teen2】金哈娜X柳周河 ep16 cut 交往接吻‖这集炸了T^T,2015-08-18 08:04:23,游戏,影视剪辑,23182,28,25,241,16,35,160
55140000,【ZK韩语社】Get it - Pristin V,2015-08-18 12:14:32,音乐,三次元舞蹈,36,0,0,0,2,1,1
55200000,皇室战争——令人崩溃的瞬间,2015-08-18 20:12:58,影视,手机游戏,58,1,1,0,0,0,0
55240000,【英雄豪杰】EP34 部队汇演篇 IU、朴智妍、刘仁娜 合作舞台《Bad Girl， Good Girl》,2015-08-19 05:17:58,音乐,综艺,189,0,1,1,1,0,2
55260000,玄学操作，真能增加金色卡包出橙的概率！,2015-08-19 11:37:50,游戏,桌游棋牌,49,0,1,1,0,0,3
55340000,我是为了交课程设计拍的自我介绍,2015-08-19 22:02:29,动画,日常,7,0,0,0,0,0,0
55500000,[IN吧中字] 金明洙 仅此一次的爱情 花絮9_中字,2015-08-21 02:07:01,鬼畜,Korea相关,10119,19,13,167,12,9,160
55580000,【小尖包】变奏版❀初见❀东宫♡在城墙上跳水袖♫入冬了，没有萤火虫了,2015-08-21 18:56:56,游戏,三次元舞蹈,13705,47,51,516,323,29,607
55620000,一度怀疑自己是小聋瞎的约瑟夫最终确定了自己眼耳健康,2015-08-22 00:17:19,音乐,手机游戏,10,0,0,0,0,0,0
55660000,【男生清唱】Shallow（原调）,2015-08-22 13:22:47,游戏,翻唱,284,0,8,5,10,2,10
55700000,变形金刚 天元之力 暗黑爵士舞者,2015-08-22 19:21:04,音乐,手工,32,0,0,0,2,0,0
55720000,【 人 间 悲 剧 】,2015-08-22 22:04:05,娱乐,网络游戏,131,0,2,0,0,0,2
55740000,20190615常州 孟广鹿灭霸不成被反杀,2015-08-23 01:25:12,游戏,综艺,782,20,2,36,3,1,21
55760000,真的可以瞬间蒸发！（爆击型脉冲作战视频）,2015-08-23 10:44:09,动画,网络游戏,165,0,0,0,2,0,1
55860000,你，今天给皮肤补水了吗,2015-08-24 01:45:34,游戏,日常,6,0,0,0,0,0,0
55880000,Tobi Lou-Waterboy(高清),2015-08-24 10:41:13,番剧,MV,15,0,1,0,0,0,0
55920000,荒野大镖客2 亚瑟和玛丽,2015-08-24 16:36:49,娱乐,单机游戏,20,0,0,2,0,0,1
55940000,招魂05,2015-08-24 19:14:50,游戏,影视剪辑,13,0,0,1,0,0,0
56000000,塔吊基础钢筋隐蔽,2015-08-25 10:33:43,游戏,日常,0,0,0,0,0,0,0
56040000,炸舞阵线浙江赛区精彩2,2015-08-25 16:36:43,游戏,日常,14,0,0,0,0,0,0
56060000,游天下第一仙山，太子曾在此地升仙，体会非物质文化遗产的魅力。,2015-08-25 19:22:15,音乐,日常,94,7,2,2,6,3,11
56140000,20190619 FNN Live News α sport news【FIFA】【生肉】,2015-08-26 10:14:03,音乐,运动,99,0,0,1,0,0,2
56180000,豚鼠的堡垒课堂：单排遇到主播大佬不要怕，学会这个稳得第一,2015-08-26 16:02:16,游戏,手机游戏,22,0,0,0,0,0,0
56200000,【谜题：生存】  zz球：我就是智慧的化身,2015-08-26 18:30:20,动画,手机游戏,30,0,3,0,0,0,0
56240000,苏朵手工羊毛毡戳戳乐DIY瑜伽猫打坐猫制作,2015-08-26 23:49:24,影视,手工,87,0,7,4,0,0,7
56300000,刘坚强儿童学《从零开始学英语》第4级 自然拼读 1-4 用母语法学习的条件,2015-08-27 15:12:03,游戏,演讲• 公开课,103,0,0,0,0,0,0
56320000,歌迷们超棒的应援现场 —— |华晨宇和他的ET天团震撼的打call现场|,2015-08-27 17:49:31,动画,音乐现场,2006,28,25,94,32,2,101
56340000,【崩坏3】月神凯量子奇点一波流斩下892分！黎明之子你怎么回事？,2015-08-27 20:21:27,生活,手机游戏,765,0,9,5,3,5,6
56360000,【はるおくん】 小夜子,2015-08-27 22:55:51,游戏,翻唱,192,0,1,13,1,0,34
56400000,15级建环二班，我们毕业了,2015-08-28 11:38:07,音乐,日常,73,0,4,1,6,2,9
56420000,Undertale PE版 PE线流程 (2),2015-08-28 14:48:37,游戏,单机游戏,31,0,2,0,0,0,3
56500000,呆萌的巧克力娃娃和艳丽的孔雀鱼,2015-08-29 01:33:41,生活,动物圈,793,0,11,2,2,0,10
56540000,恐怖解密：羽翼的祈愿第一期,2015-08-29 13:45:59,生活,单机游戏,25,12,1,1,8,0,5
56560000,混凝土剔凿钢筋间距,2015-08-29 16:34:11,活动作品,日常,5,0,0,0,0,0,0
56600000,法兰西劳模--近卫波兰枪骑兵,2015-08-29 21:40:38,游戏,电子竞技,138,3,4,1,6,1,11
56620000,投入与体体育,2015-08-30 00:43:53,生活,手机游戏,3,0,0,0,0,0,3
56640000,【FGO】开120帧玩是什么体验,2015-08-30 10:05:57,游戏,手机游戏,33,0,0,0,0,0,0
56680000,哔哩哔哩干杯～,2015-08-30 15:57:57,生活,日常,42,0,0,1,2,0,7
56720000,整个寝室都是我古娜拉黑暗之神的天下呐!,2015-08-30 20:51:35,游戏,搞笑,290,0,5,6,1,4,8
56740000,刺激战场：落地雨林“最穷”物资点，决赛圈1V4大战伏地魔，吃鸡,2015-08-30 23:31:38,娱乐,手机游戏,2,0,0,0,0,0,0
56800000,干杯十周年。,2015-08-31 15:37:16,游戏,其他,10,0,1,0,0,0,2
56860000,【闲聊中】b站十周年快乐:D,2015-09-01 00:20:27,影视,短片·手书·配音,3119,3,29,118,84,2,421
56880000,rm  vj权烈下饭警告！,2015-09-01 10:45:18,动画,Korea相关,36459,16,5,22,4,1,35
56900000,[安利向] QN 2nd 前野智昭模仿蘭丸和嶺二,2015-09-01 15:04:54,动画,音乐现场,9286,37,48,450,90,52,174
56960000,[LFC TV] 18/19赛季 利物浦十大瞬间,2015-09-02 04:01:28,游戏,运动,1111,19,10,46,24,5,50
56980000,鉄道のまち吹田　JR貨物見学記,2015-09-02 12:38:35,影视,趣味科普人文,70,0,0,7,3,0,4
57040000,【日常踩点混剪】玉子的爱情故事,2015-09-02 22:55:08,游戏,MAD·AMV,157,2,6,4,5,2,8
57060000,【持更】罗宝剑最新力作！狗血电视剧姜食堂,2015-09-03 04:48:16,科技,Korea相关,17231,7,21,85,17,1,81
57200000,0628六队哈尔滨渣画质自录自留,2015-09-04 12:05:32,影视,短片,36,0,0,0,0,0,0
57240000,【咕咕鸡】原来小时候的猫头鹰是这样叫的吗（斯哈斯哈）,2015-09-04 17:33:33,音乐,动物圈,282,0,2,4,2,0,5
57300000,EXO最棒爱丽最棒,2015-09-05 02:13:54,动画,Korea相关,75,0,2,3,0,0,5
57340000,用吉他弹奏”小星星“演绎音乐进化史,2015-09-05 13:53:19,舞蹈,演奏,45,0,0,3,0,0,1
57360000,俄罗斯泥潭足球别有风味~,2015-09-05 16:28:48,游戏,运动,109,0,1,1,1,0,2
57380000,从丹东到朝鲜带你去看看鸭绿江,2015-09-05 19:10:09,游戏,日常,682,0,5,3,4,1,9
57420000,629 晚场 三庆园 李九春 韩鹤晓,2015-09-06 02:45:08,游戏,搞笑,1546,15,4,49,5,2,18
57460000,【绝望自律】明日方舟一顿操作后的真实自律情况,2015-09-06 16:29:56,动画,手机游戏,7,0,0,0,0,0,0
57520000,芭提亚kk电音节旅行混剪,2015-09-07 10:04:54,游戏,日常,14,0,0,0,0,0,1
57540000,你相信这是小学五年级的人画的吗,2015-09-07 15:15:58,游戏,日常,36,1,2,0,0,0,2
57580000,云顶之弈换型师斗士龙玩法,2015-09-07 23:58:20,游戏,网络游戏,136,0,0,0,0,0,1
57600000,王宝强亲哥还在村口卖烧饼， 宝强身价上亿不帮衬，亲哥回怼,2015-09-08 11:03:38,游戏,明星,58,0,0,0,0,0,0
57620000,从梦想走到现实,2015-09-08 16:24:30,游戏,日常,5,0,0,0,0,0,1
57640000,[永远的7日之都]ss4亚洲砍王与春色满城灾害,2015-09-08 20:27:45,游戏,手机游戏,102,0,1,2,6,0,7
57700000,闺蜜送的盲袋～,2015-09-09 17:16:38,生活,手工,31,0,2,0,2,0,2
57720000,雅典娜教你无冷却连招,2015-09-09 21:27:56,影视,手机游戏,65,0,3,0,0,0,1
57800000,扉页绘制 P站漫画家漫画扉页制作过程,2015-09-10 21:31:32,影视,绘画,916,3,8,44,8,0,56
57860000,五月天 孙悟空  feat.张国玺  Guitar Cover,2015-09-11 17:32:27,生活,演奏,111,0,4,3,8,2,6
57880000,长隆野生动物世界,2015-09-11 20:55:54,游戏,动物圈,72,0,0,0,0,0,2
57940000,木瓜的第一支vlog|满满的敷衍,2015-09-12 13:26:07,游戏,日常,9,0,0,0,0,0,3
57980000,极短系列/vlog 往广州 翠华 KOI黄金珍奶 广州东宜家家居 快搬了 大部分五折,2015-09-12 19:34:48,娱乐,日常,25,1,0,0,0,0,0
58000000,恭喜你这个B…………站用户发现了阿伟的真面目,2015-09-12 22:30:17,生活,其他,358,0,17,2,1,0,10
58020000,【GTA5OL】刚玩线上的新手如何在冰冷无情的洛圣都获取第一桶金--第二期<此期较水>,2015-09-13 03:06:46,生活,网络游戏,128,0,0,0,2,0,2
58180000,【姜食堂3】姜食堂换季啦！圭贤惊喜回归！,2015-09-14 21:06:28,游戏,Korea相关,52,0,0,0,0,0,0
58300000,之前的老版模拟器，中间掉帧严重！,2015-09-16 16:06:09,音乐,电子竞技,37,0,2,1,0,0,1
58340000,她是成龙看中的儿媳妇，房祖名追求多年遭拒，却对胡歌念念不忘,2015-09-17 01:04:45,娱乐,明星,42,0,0,0,0,0,1
58400000,无良商家他lei了,2015-09-17 22:05:46,影视,日常,23,0,2,1,0,0,2
58440000,5年级英语8(1)Personal information第一段,2015-09-18 14:17:46,生活,日常,19,0,0,0,0,0,0
58460000,第一次看他的演唱会,2015-09-18 18:42:23,游戏,其他,16,0,0,0,0,0,0
58500000,[第一套汉服开箱]☞太平有象☜,2015-09-19 01:54:35,音乐,其他,35,0,0,1,1,0,2
58540000,手链钥匙小盲盒,2015-09-19 14:58:36,音乐,日常,6473,28,24,28,30,9,196
58560000,【炉石传说】卡德加：你说的这个二王，他厉害吗？,2015-09-19 17:48:20,影视,桌游棋牌,20,0,0,1,0,0,1
58740000,MC BE不用TNT的红石挖矿机,2015-09-21 10:05:28,游戏,手机游戏,299,1,9,11,8,0,21
58760000,delta滑台并联机械手正运动学,2015-09-21 15:31:18,番剧,野生技术协会,38,0,0,2,3,0,5
58780000,《一统三国》概念片,2015-09-21 19:52:58,音乐,短片,21,0,0,0,0,0,1
58840000,跳纱雾之舞的奥尔加,2015-09-22 15:57:18,动画,综合,5439,50,60,66,41,9,193
58900000,用上xsmax，大概率丢掉女朋友！,2015-09-23 11:46:20,音乐,手机平板,286,1,1,1,2,0,3
58920000,哈利波特立体书开箱视频马上要来啦！！先剪辑了立体贺卡的一小部分彩蛋！,2015-09-23 16:51:50,娱乐,其他,33,0,0,0,0,0,0
58940000,【哥哥张国荣】张国荣99年出席韩国KBS节目(高清字幕版),2015-09-23 21:04:34,音乐,综艺,37,0,0,3,0,0,2
58960000,【NaClSalt】人类帝国的忠诚战士，为了捍卫帝皇的荣耀而战《战锤40k：神圣军团》 #1,2015-09-24 01:31:21,游戏,单机游戏,4286,1,13,60,16,1,52
59020000,删除smss.exe会怎样？,2015-09-24 21:52:42,音乐,野生技术协会,91,1,1,3,2,0,5
59080000,H艾萨拉女王,2015-09-25 18:27:05,游戏,网络游戏,380,0,0,3,0,1,1
59120000,状元故里 七彩西湖,2015-09-26 02:03:22,游戏,MV,3,0,0,0,0,0,0
59160000,【李云龙】团长降临到我身边！01（小天使日向开门名场面）,2015-09-26 14:33:50,科技,短片·手书·配音,1321,17,13,10,12,2,28
59180000,2019年经济法基础视频学习 经济法基础知识点归纳整理 练习经济法基础题库及答案,2015-09-26 17:44:47,生活,演讲• 公开课,33,0,0,1,0,0,0
59300000,小卖部泥♡大测评（一）,2015-09-27 16:37:40,游戏,日常,37,0,0,1,2,0,3
59340000,速算神器——变换式,2015-09-27 21:54:23,舞蹈,演讲• 公开课,19,0,0,1,0,0,0
59380000,【太阳】  夜弦之音试玩   小音啊，你在哪QAQ,2015-09-28 12:06:05,动画,单机游戏,52,0,6,0,0,1,5
59500000,语速超快的bug,2015-09-29 18:36:04,鬼畜,音游,160,0,1,0,0,0,1
59560000,[SacriFish/第五人格]预判到了我的闪现？厉害啊，不过该给的震慑还是要给的哟,2015-09-30 12:44:13,鬼畜,手机游戏,23,0,8,2,7,1,6
59620000,【绘画过程】画个小男孩,2015-09-30 22:41:09,动画,绘画,19,0,0,0,0,0,0
59680000,新赛季最佳防守球员会是谁？莱昂纳德、乔治都没戏，字母哥能当选,2015-10-01 13:52:50,音乐,运动,2749,13,44,5,15,0,46
59760000,【崩坏学园2夏想百歌】回忆风泣泪-未来轮廓,2015-10-02 00:23:28,娱乐,翻唱,26,0,1,1,4,0,3
59780000,《明日方舟》CE5 龙门币本 无6星全员低配通关教学 终于可以不用抢劫CE4了,2015-10-02 09:21:33,游戏,手机游戏,46,0,1,1,0,1,3
59800000,乐高MOC作品 高达SD 00 Raiser GN-0000 机动战士高达00 拼搭指南1,2015-10-02 12:48:34,游戏,野生技术协会,74,0,2,1,0,0,1
59820000,《崩坏3》尝试用4000+水晶抽摩托鸭，结果温暖人心,2015-10-02 15:43:25,影视,手机游戏,101,0,2,0,1,0,1
59920000,长沙旅游点外卖.三个湘菜不到60！,2015-10-03 11:55:05,舞蹈,美食圈,50,0,2,0,0,0,2
59940000,[猫和老鼠]一次性踩7个老鼠夹会发生什么,2015-10-03 14:44:45,娱乐,手机游戏,73,3,2,0,0,0,6
